height,weight,label
131,52,fat
144,54,fat
178,38,tine
150,66,fat
163,48,tine
135,36,nomale
192,52,tine
168,61,nomale
140,63,fat
175,47,tine
190,66,tine
191,51,tine
134,52,fat
124,38,nomale
182,72,nomale
152,47,nomale
123,69,fat
181,35,tine
125,39,nomale
165,65,nomale
129,43,fat
193,57,tine
197,65,tine
137,60,fat
151,57,nomale
177,58,nomale
137,69,fat
145,45,nomale
185,42,tine
188,55,tine
179,77,nomale
153,39,tine
147,62,fat
147,64,fat
141,70,fat
174,53,tine
181,64,nomale
187,57,tine
122,68,fat
189,37,tine
156,75,fat
198,45,tine
198,68,tine
131,74,fat
171,65,nomale
188,78,nomale
175,51,tine
172,40,tine
142,68,fat
159,42,tine
129,40,nomale
129,74,fat
190,44,tine
125,62,fat
169,37,tine
152,42,tine
178,48,tine
196,61,tine
190,69,nomale
196,54,tine
129,80,fat
135,80,fat
180,71,nomale
166,67,nomale
136,65,fat
140,66,fat
194,51,tine
193,54,tine
140,77,fat
128,66,fat
191,42,tine
190,62,tine
148,60,fat
148,72,fat
167,43,tine
180,65,nomale
175,71,nomale
182,76,nomale
188,35,tine
139,40,nomale
124,67,fat
122,53,fat
186,40,tine
141,63,fat
145,41,nomale
164,80,fat
146,63,fat
197,51,tine
178,59,nomale
169,73,fat
192,68,tine
131,40,nomale
187,46,tine
178,61,nomale
121,43,fat
199,43,tine
188,62,tine
128,52,fat
192,65,tine
126,66,fat
169,69,nomale
141,37,nomale
142,41,nomale
186,54,tine
159,59,nomale
190,54,tine
196,52,tine
178,68,nomale
181,72,nomale
161,70,fat
146,45,nomale
121,36,nomale
122,60,fat
145,73,fat
167,35,tine
170,46,tine
192,60,tine
132,56,fat
194,62,tine
150,41,tine
190,43,tine
152,78,fat
195,41,tine
136,74,fat
148,56,fat
158,63,fat
188,51,tine
167,46,tine
160,55,nomale
140,40,nomale
151,55,nomale
177,44,tine
178,68,nomale
172,67,nomale
185,71,nomale
184,55,tine
164,47,tine
177,42,tine
195,63,tine
177,67,nomale
126,64,fat
129,79,fat
186,43,tine
173,70,nomale
137,44,nomale
128,36,nomale
165,52,nomale
145,44,nomale
140,58,fat
157,62,fat
134,53,fat
173,78,fat
127,58,fat
180,43,tine
173,79,fat
159,43,tine
144,37,tine
200,71,tine
167,37,tine
165,44,tine
122,61,fat
138,71,fat
186,40,tine
139,50,fat
153,79,fat
166,62,nomale
159,64,fat
120,66,fat
131,58,fat
165,47,tine
185,62,tine
197,71,tine
158,68,fat
188,45,tine
124,49,fat
146,76,fat
122,72,fat
169,39,tine
140,72,fat
173,48,tine
164,50,nomale
162,47,tine
126,37,nomale
186,43,tine
187,72,nomale
140,66,fat
144,53,fat
190,49,tine
122,73,fat
187,71,nomale
145,73,fat
173,65,nomale
183,36,tine
167,67,nomale
191,38,tine
126,77,fat
176,44,tine
122,59,fat
191,39,tine
180,50,tine
198,70,tine
138,37,nomale
159,67,fat
141,61,fat
192,71,nomale
156,36,tine
165,63,nomale
126,50,fat
179,71,nomale
154,36,tine
160,71,fat
127,38,nomale
196,39,tine
142,35,tine
178,51,tine
194,70,nomale
147,70,fat
198,56,tine
137,37,nomale
175,65,nomale
152,69,fat
141,39,nomale
178,74,nomale
195,36,tine
127,37,nomale
199,57,tine
127,37,nomale
131,75,fat
159,70,fat
192,44,tine
181,48,tine
193,79,nomale
125,61,fat
159,43,tine
145,66,fat
141,79,fat
156,35,tine
162,57,nomale
173,45,tine
159,38,tine
134,76,fat
195,65,tine
143,52,fat
160,44,tine
170,78,fat
194,49,tine
157,77,fat
124,66,fat
158,41,tine
134,57,fat
168,41,tine
197,75,nomale
140,43,nomale
125,64,fat
200,74,nomale
145,55,fat
175,69,nomale
177,79,fat
161,80,fat
141,39,nomale
181,60,tine
160,52,nomale
167,64,nomale
168,47,tine
171,53,tine
144,53,fat
143,69,fat
199,35,tine
127,47,fat
162,65,nomale
156,64,fat
196,48,tine
198,80,nomale
199,52,tine
168,80,fat
139,61,fat
147,61,fat
134,72,fat
147,44,nomale
163,41,tine
195,75,nomale
147,50,nomale
153,67,fat
195,46,tine
174,57,nomale
172,69,nomale
136,39,nomale
155,51,nomale
199,66,tine
183,59,tine
151,68,fat
173,63,nomale
182,65,nomale
191,41,tine
134,39,nomale
183,69,nomale
170,36,tine
178,74,nomale
156,36,tine
140,53,fat
168,44,tine
129,48,fat
158,52,nomale
182,56,tine
130,42,nomale
152,49,nomale
179,43,tine
186,37,tine
131,76,fat
182,47,tine
140,45,nomale
125,70,fat
176,77,nomale
139,54,fat
186,80,nomale
123,72,fat
162,67,fat
190,47,tine
160,65,fat
162,44,tine
166,73,fat
184,80,nomale
132,50,fat
186,67,nomale
192,77,nomale
147,54,nomale
143,53,fat
123,70,fat
132,63,fat
181,66,nomale
134,73,fat
151,54,nomale
127,72,fat
146,60,fat
181,49,tine
154,76,fat
181,42,tine
183,43,tine
129,48,fat
181,71,nomale
136,79,fat
173,58,nomale
189,45,tine
158,71,fat
177,48,tine
127,74,fat
143,65,fat
161,75,fat
147,71,fat
200,77,nomale
149,48,nomale
178,70,nomale
127,51,fat
120,77,fat
137,42,nomale
133,35,nomale
181,37,tine
147,64,fat
125,42,fat
157,76,fat
181,36,tine
178,64,nomale
124,44,fat
194,58,tine
187,69,nomale
193,71,nomale
145,49,nomale
193,65,tine
153,36,tine
124,43,fat
148,75,fat
186,67,nomale
199,60,tine
138,45,nomale
171,60,nomale
137,36,nomale
190,76,nomale
148,46,nomale
179,44,tine
145,35,tine
162,47,tine
120,77,fat
192,65,tine
177,64,nomale
155,53,nomale
196,67,tine
149,70,fat
140,50,fat
141,61,fat
150,60,fat
191,67,tine
144,56,fat
174,55,tine
134,49,fat
159,54,nomale
128,67,fat
140,68,fat
190,50,tine
156,61,fat
183,63,nomale
193,54,tine
191,71,nomale
170,35,tine
123,37,nomale
152,76,fat
151,42,tine
144,57,fat
174,38,tine
178,65,nomale
172,62,nomale
191,53,tine
142,41,nomale
157,56,nomale
153,48,nomale
193,36,tine
171,45,tine
146,65,fat
187,51,tine
199,47,tine
135,68,fat
188,48,tine
174,73,nomale
120,47,fat
139,76,fat
152,55,nomale
191,79,nomale
169,50,tine
132,64,fat
138,58,fat
191,75,nomale
168,79,fat
185,43,tine
138,50,fat
170,60,nomale
120,74,fat
135,37,nomale
136,44,nomale
127,67,fat
183,62,nomale
173,60,nomale
139,41,nomale
169,59,nomale
191,64,tine
180,58,tine
188,68,nomale
134,60,fat
137,76,fat
165,56,nomale
144,77,fat
190,74,nomale
169,77,fat
150,41,tine
178,36,tine
138,67,fat
153,62,fat
163,46,tine
195,72,nomale
161,52,nomale
121,76,fat
147,58,fat
188,64,tine
156,40,tine
180,66,nomale
169,42,tine
144,51,nomale
131,70,fat
122,76,fat
183,67,nomale
191,36,tine
191,52,tine
143,64,fat
135,52,fat
159,46,tine
173,51,tine
199,40,tine
191,43,tine
162,66,fat
130,43,fat
153,50,nomale
165,69,fat
120,74,fat
123,76,fat
194,60,tine
176,60,nomale
151,51,nomale
120,42,fat
165,45,tine
128,47,fat
130,70,fat
143,41,nomale
134,62,fat
198,58,tine
122,41,fat
182,44,tine
140,53,fat
121,78,fat
173,39,tine
128,45,fat
162,41,tine
189,55,tine
125,63,fat
166,60,nomale
171,58,nomale
141,78,fat
177,77,nomale
135,38,nomale
122,40,fat
149,80,fat
167,66,nomale
139,49,fat
199,55,tine
179,45,tine
157,49,nomale
158,62,nomale
190,66,tine
169,46,tine
162,46,tine
151,65,fat
150,55,nomale
121,38,fat
121,59,fat
186,71,nomale
125,38,nomale
133,46,fat
142,71,fat
127,35,nomale
198,37,tine
163,39,tine
133,50,fat
198,53,tine
126,66,fat
169,52,tine
156,69,fat
172,71,nomale
188,41,tine
199,37,tine
148,46,nomale
165,47,tine
139,42,nomale
141,48,nomale
135,63,fat
131,47,fat
140,79,fat
147,41,nomale
150,68,fat
165,49,tine
148,69,fat
189,77,nomale
179,55,tine
195,68,tine
196,66,tine
141,63,fat
183,48,tine
155,75,fat
178,70,nomale
138,76,fat
177,59,nomale
192,43,tine
169,58,nomale
153,55,nomale
171,63,nomale
156,77,fat
126,72,fat
127,66,fat
166,65,nomale
191,78,nomale
161,53,nomale
126,69,fat
198,54,tine
120,46,fat
195,65,tine
163,65,nomale
168,42,tine
184,42,tine
193,39,tine
125,60,fat
153,55,nomale
130,63,fat
138,66,fat
123,66,fat
143,64,fat
126,72,fat
173,73,nomale
200,38,tine
171,55,nomale
160,47,tine
170,76,fat
184,35,tine
158,41,tine
122,50,fat
141,53,fat
150,62,fat
172,75,fat
144,65,fat
184,65,nomale
166,49,tine
165,58,nomale
150,38,tine
179,62,nomale
146,35,tine
189,48,tine
188,53,tine
181,55,tine
122,60,fat
150,64,fat
182,35,tine
194,63,tine
152,44,nomale
123,55,fat
142,78,fat
178,74,nomale
132,42,nomale
125,60,fat
144,42,nomale
190,77,nomale
153,55,nomale
172,62,nomale
120,70,fat
161,60,nomale
137,67,fat
146,50,nomale
138,45,nomale
149,72,fat
185,40,tine
172,44,tine
148,64,fat
136,77,fat
189,73,nomale
128,77,fat
138,52,fat
181,44,tine
151,54,nomale
187,45,tine
195,69,tine
130,45,fat
177,44,tine
188,67,nomale
166,41,tine
193,50,tine
155,36,tine
174,72,nomale
153,60,fat
174,41,tine
151,41,tine
186,76,nomale
133,79,fat
161,70,fat
168,45,tine
127,56,fat
170,67,nomale
146,45,nomale
190,40,tine
153,58,nomale
174,61,nomale
173,69,nomale
161,52,nomale
128,63,fat
130,57,fat
152,76,fat
146,79,fat
195,39,tine
181,40,tine
126,66,fat
142,76,fat
191,74,nomale
174,45,tine
188,73,nomale
158,51,nomale
172,67,nomale
198,39,tine
186,46,tine
194,68,tine
141,68,fat
175,66,nomale
146,69,fat
191,43,tine
164,39,tine
146,65,fat
159,44,tine
199,78,nomale
192,43,tine
170,60,nomale
188,39,tine
191,55,tine
151,64,fat
140,48,nomale
159,75,fat
131,67,fat
135,45,nomale
123,42,fat
129,66,fat
132,58,fat
124,60,fat
164,40,tine
183,62,nomale
133,79,fat
123,53,fat
146,60,fat
188,42,tine
122,76,fat
162,43,tine
133,41,nomale
161,74,fat
173,78,fat
198,50,tine
159,56,nomale
186,79,nomale
125,55,fat
146,61,fat
161,66,fat
175,75,nomale
126,52,fat
167,54,nomale
191,59,tine
176,64,nomale
164,51,nomale
152,68,fat
136,76,fat
152,36,tine
149,35,tine
152,44,nomale
168,46,tine
168,72,fat
133,68,fat
179,60,nomale
136,48,fat
192,69,nomale
122,43,fat
134,64,fat
198,56,tine
131,45,fat
186,46,tine
191,69,nomale
159,72,fat
194,50,tine
174,50,tine
186,35,tine
200,41,tine
171,49,tine
136,68,fat
190,78,nomale
199,49,tine
139,56,fat
133,42,nomale
174,72,nomale
169,42,tine
123,78,fat
196,79,nomale
146,59,fat
128,58,fat
140,61,fat
156,43,tine
124,60,fat
164,76,fat
132,55,fat
126,39,nomale
162,38,tine
126,37,nomale
200,64,tine
154,53,nomale
162,54,nomale
148,77,fat
147,75,fat
150,77,fat
135,71,fat
131,71,fat
151,37,tine
120,68,fat
169,38,tine
158,58,nomale
146,79,fat
135,71,fat
179,40,tine
120,38,fat
146,48,nomale
183,40,tine
128,57,fat
155,37,tine
188,35,tine
129,43,fat
197,48,tine
138,58,fat
188,36,tine
125,51,fat
194,78,nomale
196,70,tine
200,70,tine
179,69,nomale
186,53,tine
166,66,nomale
164,49,tine
132,42,nomale
133,58,fat
122,56,fat
186,72,nomale
143,69,fat
196,73,nomale
144,60,fat
168,73,fat
183,57,tine
187,75,nomale
172,47,tine
137,50,fat
129,66,fat
176,50,tine
132,55,fat
160,56,nomale
155,80,fat
139,77,fat
193,71,nomale
135,48,fat
124,69,fat
188,52,tine
179,74,nomale
193,54,tine
140,48,nomale
176,37,tine
131,38,nomale
171,51,tine
165,60,nomale
160,47,tine
199,51,tine
141,39,nomale
155,58,nomale
184,49,tine
163,61,nomale
140,73,fat
129,65,fat
159,46,tine
129,61,fat
184,53,tine
136,64,fat
182,72,nomale
161,53,nomale
180,40,tine
136,75,fat
133,63,fat
121,48,fat
183,46,tine
169,59,nomale
180,53,tine
125,65,fat
177,69,nomale
128,57,fat
156,63,fat
182,51,tine
121,69,fat
137,55,fat
200,60,tine
156,35,tine
139,63,fat
195,69,tine
121,64,fat
148,58,fat
188,62,tine
159,68,fat
144,57,fat
174,36,tine
180,79,nomale
187,42,tine
155,73,fat
187,58,tine
158,37,tine
187,71,nomale
137,49,fat
120,72,fat
133,65,fat
152,44,nomale
158,67,fat
145,52,nomale
142,61,fat
162,57,nomale
194,73,nomale
145,36,tine
166,50,tine
172,77,fat
153,42,tine
126,47,fat
150,73,fat
161,41,tine
129,66,fat
122,62,fat
181,74,nomale
175,72,nomale
171,64,nomale
198,55,tine
159,45,tine
180,61,nomale
121,61,fat
174,45,tine
121,35,nomale
138,54,fat
172,63,nomale
188,49,tine
140,48,nomale
152,38,tine
133,66,fat
135,55,fat
133,80,fat
194,76,nomale
154,73,fat
191,79,nomale
128,41,fat
197,50,tine
169,69,nomale
128,70,fat
122,50,fat
182,60,tine
167,63,nomale
143,52,fat
156,80,fat
150,70,fat
175,66,nomale
166,38,tine
160,57,nomale
147,77,fat
185,42,tine
156,77,fat
144,45,nomale
145,65,fat
122,80,fat
149,42,nomale
188,66,nomale
124,75,fat
197,52,tine
190,67,nomale
183,61,tine
170,35,tine
130,79,fat
132,55,fat
143,59,fat
159,49,nomale
147,44,nomale
164,62,nomale
125,69,fat
137,55,fat
174,51,tine
180,35,tine
157,74,fat
150,78,fat
170,79,fat
182,74,nomale
159,62,nomale
191,58,tine
171,43,tine
132,35,nomale
125,54,fat
153,58,nomale
197,58,tine
160,41,tine
175,75,nomale
177,44,tine
175,79,fat
163,40,tine
123,63,fat
124,35,nomale
134,80,fat
154,62,fat
143,71,fat
199,49,tine
155,59,nomale
194,41,tine
154,68,fat
178,72,nomale
146,66,fat
125,66,fat
170,74,fat
198,71,tine
181,49,tine
139,62,fat
198,59,tine
157,66,fat
157,68,fat
185,35,tine
153,42,tine
187,38,tine
181,60,tine
142,52,fat
166,57,nomale
156,40,tine
188,72,nomale
188,80,nomale
187,73,nomale
187,69,nomale
146,46,nomale
168,36,tine
191,69,nomale
173,52,tine
167,41,tine
168,73,fat
124,66,fat
145,80,fat
130,47,fat
153,66,fat
176,46,tine
189,64,tine
197,42,tine
184,68,nomale
185,77,nomale
150,55,nomale
180,54,tine
180,57,tine
150,45,nomale
175,72,nomale
126,58,fat
191,36,tine
199,51,tine
174,66,nomale
158,62,nomale
163,38,tine
129,68,fat
200,42,tine
152,80,fat
152,79,fat
151,61,fat
151,38,tine
140,69,fat
165,42,tine
166,57,nomale
155,35,tine
124,58,fat
152,47,nomale
122,80,fat
145,35,tine
190,48,tine
124,72,fat
187,52,tine
186,74,nomale
123,77,fat
177,69,nomale
182,77,nomale
179,42,tine
129,72,fat
176,71,nomale
144,39,nomale
196,48,tine
128,41,fat
174,43,tine
166,66,nomale
166,41,tine
177,77,nomale
121,45,fat
178,55,tine
197,60,tine
139,70,fat
132,47,fat
141,50,fat
144,73,fat
148,46,nomale
166,58,nomale
141,53,fat
134,46,fat
183,50,tine
125,38,nomale
182,46,tine
123,80,fat
121,72,fat
168,71,fat
179,75,nomale
125,66,fat
142,58,fat
167,40,tine
170,79,fat
131,46,fat
144,74,fat
181,56,tine
123,77,fat
190,47,tine
156,59,nomale
157,70,fat
183,65,nomale
166,38,tine
152,72,fat
181,43,tine
138,54,fat
134,35,nomale
159,55,nomale
171,74,fat
124,50,fat
157,43,tine
151,53,nomale
191,35,tine
134,69,fat
157,68,fat
162,35,tine
199,70,tine
199,46,tine
191,72,nomale
142,38,nomale
139,48,nomale
139,76,fat
158,68,fat
191,40,tine
179,46,tine
133,68,fat
178,69,nomale
142,41,nomale
170,45,tine
196,56,tine
182,36,tine
182,50,tine
198,37,tine
141,55,fat
126,45,fat
176,51,tine
192,59,tine
153,65,fat
180,80,nomale
191,55,tine
129,75,fat
153,40,tine
160,64,nomale
139,37,nomale
173,47,tine
197,44,tine
145,64,fat
193,73,nomale
174,52,tine
150,70,fat
145,77,fat
182,76,nomale
120,52,fat
120,77,fat
132,50,fat
149,71,fat
199,56,tine
150,44,nomale
188,56,tine
147,57,fat
148,44,nomale
184,40,tine
135,71,fat
169,62,nomale
123,43,fat
156,54,nomale
173,66,nomale
152,67,fat
141,48,nomale
152,48,nomale
164,52,nomale
195,60,tine
125,70,fat
179,36,tine
176,53,tine
149,49,nomale
166,43,tine
131,60,fat
140,44,nomale
199,55,tine
200,68,tine
175,42,tine
188,72,nomale
146,50,nomale
124,43,fat
148,66,fat
175,73,nomale
122,38,fat
181,41,tine
126,52,fat
186,54,tine
153,58,nomale
178,58,tine
180,77,nomale
128,47,fat
164,61,nomale
189,60,tine
142,51,fat
178,49,tine
185,44,tine
146,50,nomale
127,37,nomale
191,56,tine
135,42,nomale
167,58,nomale
161,73,fat
189,58,tine
155,80,fat
169,57,nomale
147,38,tine
125,45,fat
161,74,fat
193,43,tine
188,68,nomale
164,65,nomale
182,47,tine
171,75,fat
195,56,tine
173,65,nomale
197,43,tine
182,67,nomale
177,44,tine
196,40,tine
182,50,tine
130,37,nomale
137,50,fat
122,49,fat
191,78,nomale
163,44,tine
123,64,fat
124,58,fat
135,55,fat
188,43,tine
183,67,nomale
174,63,nomale
196,76,nomale
161,65,fat
125,54,fat
197,55,tine
187,54,tine
168,59,nomale
158,48,nomale
125,55,fat
162,43,tine
146,46,nomale
188,68,nomale
182,72,nomale
186,78,nomale
167,80,fat
147,48,nomale
167,40,tine
153,76,fat
123,62,fat
123,79,fat
151,40,tine
183,79,nomale
130,40,nomale
178,49,tine
172,38,tine
139,48,nomale
121,37,fat
167,80,fat
170,63,nomale
193,62,tine
146,58,fat
192,75,nomale
163,42,tine
156,57,nomale
162,55,nomale
136,79,fat
198,77,nomale
170,40,tine
137,37,nomale
174,79,fat
126,57,fat
139,40,nomale
133,56,fat
186,69,nomale
163,61,nomale
193,78,nomale
190,73,nomale
193,71,nomale
175,50,tine
180,44,tine
129,49,fat
182,70,nomale
157,51,nomale
122,39,fat
136,46,nomale
153,64,fat
165,58,nomale
190,43,tine
170,48,tine
184,73,nomale
146,72,fat
127,36,nomale
155,78,fat
147,60,fat
138,59,fat
145,40,nomale
175,76,nomale
150,61,fat
126,68,fat
141,61,fat
138,69,fat
176,56,tine
127,59,fat
151,72,fat
147,59,fat
158,59,nomale
173,44,tine
190,39,tine
122,48,fat
123,61,fat
197,47,tine
151,62,fat
130,55,fat
156,63,fat
160,61,nomale
152,37,tine
160,38,tine
166,71,fat
188,37,tine
166,66,nomale
172,56,nomale
185,75,nomale
190,56,tine
178,59,nomale
126,60,fat
148,73,fat
172,40,tine
189,54,tine
136,55,fat
179,73,nomale
121,49,fat
188,77,nomale
198,36,tine
190,64,tine
175,65,nomale
166,80,fat
192,71,nomale
135,49,fat
156,72,fat
159,76,fat
125,73,fat
145,60,fat
180,49,tine
199,43,tine
146,74,fat
195,76,nomale
145,63,fat
176,48,tine
188,39,tine
186,65,nomale
149,54,nomale
166,69,fat
192,39,tine
155,47,nomale
147,54,nomale
200,37,tine
196,51,tine
122,46,fat
169,40,tine
157,72,fat
195,62,tine
177,43,tine
143,44,nomale
186,71,nomale
194,38,tine
181,43,tine
161,43,tine
143,46,nomale
132,57,fat
152,50,nomale
171,74,fat
120,56,fat
180,74,nomale
192,47,tine
127,38,nomale
121,65,fat
151,42,tine
176,63,nomale
197,52,tine
182,37,tine
142,60,fat
131,46,fat
139,54,fat
158,53,nomale
130,67,fat
120,76,fat
121,68,fat
123,78,fat
173,59,nomale
151,41,tine
161,50,nomale
193,53,tine
140,40,nomale
121,75,fat
151,78,fat
139,46,nomale
176,79,fat
142,38,nomale
188,43,tine
137,53,fat
146,40,nomale
133,63,fat
159,51,nomale
123,79,fat
157,63,fat
177,51,tine
128,72,fat
155,65,fat
164,66,nomale
154,69,fat
192,42,tine
144,77,fat
161,65,fat
136,74,fat
165,38,tine
169,69,nomale
176,59,nomale
187,62,tine
189,73,nomale
192,70,nomale
194,52,tine
133,64,fat
180,73,nomale
128,61,fat
169,53,nomale
154,66,fat
151,72,fat
127,76,fat
184,79,nomale
171,78,fat
189,44,tine
144,71,fat
130,38,nomale
136,62,fat
169,39,tine
150,62,fat
139,70,fat
189,67,nomale
161,78,fat
154,38,tine
125,80,fat
124,75,fat
168,66,nomale
169,42,tine
125,52,fat
198,37,tine
170,49,tine
172,54,tine
132,56,fat
149,38,tine
145,68,fat
158,74,fat
179,80,nomale
132,54,fat
137,72,fat
124,50,fat
158,47,nomale
161,59,nomale
178,59,nomale
148,50,nomale
148,42,nomale
178,63,nomale
138,67,fat
131,40,nomale
122,77,fat
125,46,fat
131,59,fat
167,72,fat
135,35,nomale
168,42,tine
166,44,tine
136,70,fat
196,65,tine
149,58,fat
169,80,fat
150,63,fat
190,52,tine
139,78,fat
127,50,fat
198,38,tine
136,40,nomale
167,66,nomale
184,75,nomale
155,57,nomale
131,75,fat
184,48,tine
128,40,nomale
147,78,fat
140,56,fat
146,55,fat
181,72,nomale
147,74,fat
171,65,nomale
129,55,fat
184,41,tine
130,56,fat
160,74,fat
193,55,tine
134,42,nomale
147,63,fat
175,60,nomale
199,66,tine
173,62,nomale
147,72,fat
178,40,tine
178,74,nomale
197,69,tine
123,36,nomale
178,62,nomale
172,41,tine
179,80,nomale
150,42,nomale
168,52,tine
155,48,nomale
131,77,fat
126,38,nomale
131,75,fat
173,60,nomale
127,78,fat
154,80,fat
136,50,fat
124,51,fat
163,55,nomale
171,76,fat
137,57,fat
170,76,fat
192,37,tine
120,69,fat
193,61,tine
191,46,tine
136,75,fat
181,63,nomale
193,65,tine
175,56,tine
129,36,nomale
195,37,tine
148,80,fat
133,46,fat
135,73,fat
120,39,fat
130,37,nomale
189,46,tine
142,77,fat
177,62,nomale
153,37,tine
191,41,tine
193,68,tine
125,50,fat
156,64,fat
193,74,nomale
183,79,nomale
181,38,tine
125,51,fat
121,80,fat
168,39,tine
148,44,nomale
148,75,fat
184,64,nomale
172,56,nomale
127,35,nomale
179,64,nomale
136,79,fat
186,39,tine
175,36,tine
172,76,fat
194,78,nomale
194,76,nomale
121,74,fat
142,63,fat
140,43,nomale
144,74,fat
161,78,fat
128,66,fat
168,72,fat
161,46,tine
139,46,nomale
159,78,fat
151,53,nomale
172,57,nomale
180,75,nomale
126,75,fat
146,43,nomale
183,80,nomale
148,66,fat
189,58,tine
178,55,tine
162,73,fat
148,70,fat
189,44,tine
182,80,nomale
135,67,fat
163,80,fat
141,45,nomale
134,47,fat
174,38,tine
124,66,fat
121,41,fat
185,53,tine
189,58,tine
200,62,tine
169,39,tine
195,52,tine
162,70,fat
122,65,fat
155,57,nomale
130,73,fat
200,36,tine
144,71,fat
200,76,nomale
195,75,nomale
135,56,fat
127,77,fat
134,69,fat
163,36,tine
189,63,tine
199,76,nomale
166,67,nomale
152,46,nomale
138,42,nomale
181,54,tine
183,77,nomale
146,41,nomale
162,42,tine
197,38,tine
136,66,fat
169,53,nomale
122,37,nomale
155,57,nomale
163,43,tine
150,63,fat
173,63,nomale
176,68,nomale
174,37,tine
179,41,tine
183,67,nomale
130,58,fat
175,37,tine
137,41,nomale
129,79,fat
183,47,tine
126,62,fat
125,53,fat
178,40,tine
193,50,tine
151,41,tine
167,56,nomale
169,65,nomale
176,35,tine
158,76,fat
127,80,fat
148,76,fat
188,40,tine
153,70,fat
129,70,fat
154,46,nomale
178,47,tine
130,38,nomale
146,54,fat
170,48,tine
134,53,fat
184,73,nomale
123,64,fat
180,58,tine
173,64,nomale
129,45,fat
200,69,tine
200,68,tine
136,76,fat
154,61,fat
178,79,nomale
177,68,nomale
131,49,fat
197,48,tine
143,61,fat
181,59,tine
139,42,nomale
200,57,tine
197,66,tine
121,35,nomale
146,43,nomale
136,37,nomale
157,67,fat
177,35,tine
194,54,tine
129,51,fat
188,73,nomale
164,70,fat
200,65,tine
157,53,nomale
191,68,nomale
140,73,fat
169,76,fat
159,59,nomale
120,43,fat
145,36,tine
138,56,fat
200,45,tine
178,58,tine
122,58,fat
167,79,fat
173,40,tine
122,57,fat
148,54,nomale
176,52,tine
153,73,fat
197,45,tine
133,50,fat
181,69,nomale
173,80,fat
199,63,tine
157,43,tine
176,62,nomale
149,41,tine
178,43,tine
183,76,nomale
138,62,fat
142,61,fat
127,71,fat
165,42,tine
198,41,tine
184,65,nomale
179,41,tine
159,66,fat
171,36,tine
172,54,tine
133,37,nomale
171,69,nomale
177,66,nomale
141,68,fat
120,57,fat
165,35,tine
189,78,nomale
178,68,nomale
153,58,nomale
146,59,fat
156,45,tine
173,54,tine
156,60,nomale
134,35,nomale
139,61,fat
171,46,tine
144,35,tine
188,46,tine
134,69,fat
147,79,fat
124,45,fat
166,67,nomale
125,70,fat
120,41,fat
155,76,fat
170,41,tine
122,74,fat
127,59,fat
195,49,tine
179,66,nomale
161,45,tine
180,79,nomale
148,79,fat
126,70,fat
141,39,nomale
152,73,fat
129,69,fat
153,63,fat
135,64,fat
126,70,fat
140,69,fat
172,42,tine
170,50,tine
163,69,fat
176,56,tine
156,67,fat
182,66,nomale
158,69,fat
149,79,fat
150,63,fat
128,51,fat
147,70,fat
144,60,fat
123,43,fat
169,77,fat
144,43,nomale
177,49,tine
144,65,fat
136,76,fat
141,41,nomale
168,72,fat
161,70,fat
150,66,fat
148,77,fat
164,44,tine
181,53,tine
167,69,nomale
177,37,tine
123,59,fat
174,77,fat
174,37,tine
137,70,fat
194,52,tine
168,45,tine
120,56,fat
137,46,nomale
199,74,nomale
171,43,tine
179,51,tine
157,64,fat
158,40,tine
144,68,fat
189,51,tine
161,73,fat
193,69,nomale
127,55,fat
200,75,nomale
123,57,fat
188,43,tine
162,66,fat
171,72,nomale
140,68,fat
182,64,nomale
145,53,fat
151,68,fat
183,51,tine
199,46,tine
191,52,tine
141,66,fat
152,52,nomale
200,73,tine
127,61,fat
144,45,nomale
127,77,fat
191,59,tine
154,45,nomale
178,74,nomale
170,41,tine
120,50,fat
186,68,nomale
169,57,nomale
145,58,fat
139,48,nomale
125,46,fat
200,59,tine
131,68,fat
141,48,nomale
194,74,nomale
129,65,fat
171,61,nomale
169,46,tine
158,64,fat
134,67,fat
144,75,fat
123,68,fat
132,69,fat
128,38,nomale
192,46,tine
198,59,tine
186,57,tine
186,74,nomale
127,59,fat
172,58,nomale
188,71,nomale
190,66,tine
166,61,nomale
188,69,nomale
155,48,nomale
181,72,nomale
190,52,tine
197,41,tine
123,58,fat
141,50,fat
138,41,nomale
159,59,nomale
184,61,tine
135,70,fat
170,61,nomale
145,52,nomale
126,54,fat
154,47,nomale
170,40,tine
159,75,fat
159,40,tine
179,49,tine
133,66,fat
199,64,tine
154,61,fat
166,36,tine
143,54,fat
149,49,nomale
179,80,nomale
170,42,tine
146,68,fat
179,58,tine
155,74,fat
147,63,fat
150,78,fat
161,68,fat
120,78,fat
121,78,fat
165,60,nomale
154,50,nomale
187,39,tine
138,36,nomale
161,64,nomale
156,48,nomale
164,72,fat
192,41,tine
187,44,tine
181,42,tine
189,52,tine
193,65,tine
167,56,nomale
174,38,tine
181,39,tine
132,42,nomale
147,35,tine
196,40,tine
174,47,tine
182,46,tine
176,42,tine
126,60,fat
140,64,fat
167,71,fat
165,46,tine
146,43,nomale
194,61,tine
196,57,tine
169,58,nomale
138,74,fat
162,42,tine
181,50,tine
124,63,fat
164,41,tine
140,70,fat
145,71,fat
185,62,tine
124,71,fat
183,62,nomale
167,57,nomale
163,74,fat
144,49,nomale
183,77,nomale
121,71,fat
128,41,fat
162,58,nomale
148,48,nomale
